tarih,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22
2020-01-23,7,10,12,18,20,22,27,35,40,42,43,47,48,49,58,62,67,71,72,75,77,78
2020-01-27,10,12,23,26,30,32,37,39,41,44,51,52,55,56,60,61,64,65,67,68,70,74
2020-01-30,1,2,4,10,14,15,22,29,35,36,42,47,48,52,54,60,62,64,67,69,70,79
2020-02-03,14,24,26,27,29,32,34,42,44,49,56,59,60,61,62,63,64,65,66,74,78,79
2020-02-06,8,14,17,23,25,32,35,40,44,46,47,52,58,63,64,66,67,72,73,74,75,80
2020-02-10,3,8,14,20,22,23,25,28,29,33,43,44,56,63,65,66,68,71,72,76,79,80
2020-02-13,2,8,10,14,17,22,23,30,34,37,40,41,44,47,53,55,59,60,65,69,77,78
2020-02-17,7,8,12,13,14,16,17,19,24,25,33,34,35,37,41,42,43,47,52,54,72,79
2020-02-20,3,11,20,22,23,25,27,28,32,34,35,40,44,47,52,53,59,65,66,68,69,78
2020-02-24,1,3,9,15,18,19,20,23,29,40,42,43,47,49,53,54,55,58,68,70,72,79
2020-02-27,4,6,10,13,17,25,28,30,32,36,40,44,47,51,56,63,65,67,70,72,76,78
2020-03-02,1,4,6,9,10,11,12,14,15,20,21,22,35,47,51,59,61,65,70,72,79,80
2020-03-05,5,7,15,16,18,20,21,33,36,38,41,44,48,49,55,58,60,70,71,75,78,79
2020-03-09,7,8,9,12,16,24,28,35,36,43,45,48,50,53,58,60,63,69,71,72,75,78
2020-03-12,4,14,15,17,25,29,30,35,36,38,42,43,44,47,53,57,59,60,61,68,77,80
2020-03-16,2,9,10,15,17,19,24,30,34,38,39,43,44,46,47,50,55,57,70,71,73,77
2020-03-19,10,15,20,21,29,31,34,36,38,40,41,46,47,48,51,53,54,55,66,67,75,79
2020-03-23,1,3,15,16,17,19,20,22,23,25,27,37,38,46,47,48,55,56,59,60,71,74
2020-03-26,2,7,11,24,26,30,31,33,35,36,39,42,43,49,52,53,68,69,70,74,76,79
2020-03-30,1,10,14,16,17,28,29,32,33,36,41,44,46,47,49,51,53,54,57,68,70,78
2020-04-02,1,3,5,14,17,26,27,30,37,38,41,43,50,51,54,56,58,60,61,65,69,72
2020-04-06,1,7,9,16,18,25,29,33,34,36,37,38,40,47,48,50,56,62,63,69,72,79
2020-04-09,3,4,11,12,15,18,23,26,28,31,37,39,44,48,49,60,61,65,67,68,75,79
2020-04-13,1,2,3,5,9,13,20,28,29,30,39,42,43,51,56,57,64,66,70,71,73,80
2020-04-16,1,2,3,6,12,14,20,23,26,27,33,38,42,45,51,59,63,66,72,74,76,79
2020-04-20,5,13,15,19,22,26,30,32,44,46,48,50,53,54,57,59,60,62,65,73,77,79
2020-04-23,1,2,9,16,17,20,21,31,32,34,35,38,43,49,50,59,62,65,67,75,77,79
2020-04-27,8,12,13,16,18,20,24,26,27,32,40,42,43,47,50,56,61,67,70,73,76,79
2020-04-30,3,7,9,10,12,24,25,27,28,29,44,45,49,52,53,56,59,64,68,71,77,79
2020-05-04,6,12,21,24,25,26,29,31,33,36,37,43,44,47,48,51,54,58,68,74,75,77
2020-05-07,1,2,19,22,30,31,33,40,44,46,49,50,53,57,58,63,67,68,72,73,75,77
2020-05-11,1,7,8,9,11,13,16,17,21,26,40,41,43,45,46,59,61,62,64,67,72,79
2020-05-14,2,4,12,18,21,30,35,37,38,47,49,51,52,53,56,57,60,63,67,71,79,80
2020-05-18,1,2,3,7,10,13,18,20,23,28,37,38,39,41,44,47,51,56,60,65,76,78
2020-05-21,6,10,17,22,24,25,34,38,43,45,49,55,57,62,68,69,70,71,73,76,77,78
2020-05-25,3,5,6,7,15,20,25,27,32,34,35,36,44,45,47,51,55,60,68,69,70,77
2020-05-28,6,13,15,16,17,20,21,22,25,26,27,28,32,34,36,44,50,52,53,59,66,71
2020-06-01,3,4,7,8,17,20,22,27,29,30,31,34,37,39,40,41,53,54,69,70,71,76
2020-06-04,3,5,6,16,26,32,37,42,44,50,51,53,54,56,57,59,60,65,67,68,74,75
2020-06-08,9,10,11,12,16,21,31,33,35,36,38,40,42,44,45,54,57,62,73,75,76,79
2020-06-11,2,4,7,21,26,32,36,37,41,44,46,49,54,57,60,65,66,67,68,70,72,77
2020-06-15,1,8,9,10,12,14,17,18,22,26,32,36,46,49,52,53,57,62,67,68,70,75
2020-06-18,1,3,8,10,11,12,17,18,20,23,24,29,32,42,44,47,53,55,62,65,71,73
2020-06-22,2,3,7,10,12,15,25,26,27,29,30,38,39,40,42,44,50,54,55,72,73,79
2020-06-25,5,8,9,13,22,26,27,29,39,44,45,46,47,49,52,53,56,57,62,68,76,79
2020-06-29,2,4,6,10,14,15,16,33,36,37,41,44,47,56,57,61,62,63,67,73,77,79
2020-07-02,3,4,8,14,29,32,38,41,44,51,53,57,61,62,67,69,72,74,76,77,78,80
2020-07-06,8,9,10,12,17,21,26,27,28,31,34,40,42,48,51,53,54,71,74,76,78,79
2020-07-09,1,5,7,16,23,24,35,37,38,42,44,46,48,50,52,53,63,64,68,71,77,79
2020-07-13,2,3,6,10,12,15,18,24,25,31,33,35,39,48,51,53,59,62,63,68,73,76
2020-07-16,2,8,13,14,26,27,30,39,42,44,51,57,59,60,62,66,67,68,71,73,75,79
2020-07-20,1,3,8,9,13,14,15,24,33,34,38,42,47,49,50,56,58,61,67,69,77,79
2020-07-23,5,6,7,12,22,23,25,26,38,41,42,46,53,55,58,63,66,71,74,75,78,80
2020-07-27,8,11,17,26,29,32,34,42,46,47,49,54,56,58,59,63,64,67,68,69,77,78
2020-07-30,9,15,16,24,27,36,38,40,46,53,55,56,58,59,62,65,69,70,71,76,78,80
2020-08-03,3,4,7,9,17,19,22,25,26,28,29,33,39,40,42,51,53,56,60,71,74,78
2020-08-06,2,8,9,10,18,20,21,23,24,25,27,38,40,44,53,59,63,65,66,68,71,80
2020-08-10,1,8,13,16,18,24,25,28,30,32,33,34,40,45,50,58,60,63,67,70,73,74
2020-08-13,3,4,6,9,12,13,17,23,25,27,29,35,40,49,50,51,52,55,70,71,77,79
2020-08-17,6,10,19,20,21,24,26,31,39,40,45,46,47,52,53,62,63,64,68,69,76,77
2020-08-20,1,8,9,11,13,16,17,22,34,35,38,40,46,47,48,50,51,55,67,75,77,79
2020-08-24,1,14,15,21,24,25,26,29,37,38,42,44,45,51,52,55,56,58,62,68,71,73
2020-08-27,7,18,21,26,27,28,35,36,41,42,45,47,53,57,58,59,65,67,68,70,77,80
2020-08-31,4,7,8,13,16,22,24,31,34,36,48,50,54,55,56,57,59,64,65,66,71,77
2020-09-03,2,14,15,18,21,23,25,27,28,32,33,34,37,44,45,46,60,64,65,68,78,80
2020-09-07,12,16,17,21,26,27,29,35,36,41,44,47,49,51,52,54,61,62,64,68,76,78
2020-09-10,4,9,12,14,22,26,27,28,29,37,39,41,44,50,54,57,58,60,61,73,74,77
2020-09-14,2,4,7,10,13,17,20,21,24,25,32,35,36,37,38,42,43,44,46,52,53,78
2020-09-17,6,11,13,14,16,18,27,31,36,41,45,49,52,53,54,56,57,58,59,66,72,80
2020-09-21,1,3,7,9,16,17,21,24,26,28,30,39,45,49,50,57,61,63,66,70,73,79
2020-09-24,3,4,7,12,13,14,17,22,26,31,36,48,54,61,63,67,70,73,75,76,77,78
2020-09-28,3,4,8,13,16,17,18,20,23,31,34,35,36,44,47,61,65,66,72,74,76,79
2020-10-01,1,2,12,16,17,26,27,30,43,44,45,48,49,52,53,58,61,66,69,73,78,79
2020-10-05,1,3,9,10,19,21,26,29,32,34,35,36,37,40,44,57,60,61,62,64,66,67
2020-10-08,2,3,7,8,17,19,23,26,33,35,37,42,48,53,55,64,66,68,70,74,77,78
2020-10-12,5,9,14,16,20,21,22,25,26,28,31,32,40,47,49,53,55,58,66,72,75,77
2020-10-15,2,5,6,8,12,18,22,25,26,28,30,36,42,51,54,55,58,67,69,72,78,79
2020-10-19,3,13,16,22,24,25,29,33,36,41,44,52,53,54,55,58,59,65,68,77,78,79
2020-10-22,2,3,4,8,9,15,16,20,23,24,26,41,44,50,53,56,64,65,69,71,77,79
2020-10-26,3,5,8,9,20,27,29,32,35,36,37,38,50,52,53,57,60,65,66,68,70,78
2020-10-29,1,15,20,24,25,28,38,39,40,41,44,46,49,53,56,57,60,63,69,71,74,79
2020-11-02,1,3,8,9,10,14,16,17,19,28,29,34,39,45,49,50,61,62,65,66,78,80
2020-11-05,2,3,4,8,11,12,15,18,21,23,26,30,35,37,41,52,55,57,63,72,73,80
2020-11-09,2,3,6,11,12,13,19,23,25,26,29,34,36,50,55,58,62,64,69,71,73,77
2020-11-12,3,4,12,15,20,23,24,32,36,40,47,49,51,53,54,57,59,61,65,77,79,80
2020-11-16,2,10,20,23,27,28,31,34,36,46,49,50,55,58,62,64,66,70,73,74,78,79
2020-11-19,2,16,20,28,33,34,35,38,41,43,52,53,56,61,62,63,64,65,72,74,78,79
2020-11-23,7,9,14,17,19,23,25,26,28,34,36,37,47,52,59,64,65,67,69,72,78,80
2020-11-26,1,3,13,14,16,22,25,27,29,30,38,42,45,47,50,53,56,57,62,71,72,75
2020-11-30,3,11,15,17,18,20,26,27,29,30,34,36,37,39,40,50,52,56,60,64,66,76
2020-12-03,8,15,16,17,22,28,31,35,40,42,46,53,54,57,58,63,66,67,73,74,78,79
2020-12-07,1,4,10,18,24,26,33,39,40,41,44,47,48,49,53,57,59,66,68,74,77,80
2020-12-10,1,5,10,12,13,18,22,23,32,36,39,44,46,47,63,67,68,70,72,73,74,79
2020-12-14,1,4,13,17,25,28,33,34,36,37,45,47,49,58,61,62,66,69,71,72,74,75
2020-12-17,6,9,10,15,20,22,26,29,30,32,33,36,43,49,51,52,56,57,62,65,67,75
2020-12-21,1,2,5,9,21,22,23,24,34,41,44,45,46,47,49,55,65,66,69,72,74,75
2020-12-24,3,5,9,13,14,15,16,17,23,24,25,37,42,44,46,47,55,58,60,63,77,78
2020-12-28,2,3,7,14,17,18,20,27,29,35,54,55,57,60,62,63,65,67,70,71,74,78
2020-12-31,1,2,3,6,9,16,24,27,31,36,39,40,42,46,50,52,56,57,64,70,72,78
2021-01-04,3,4,5,10,14,16,18,29,34,35,37,44,55,61,62,64,65,68,70,72,75,78
2021-01-07,1,3,6,9,21,25,26,29,30,31,35,39,41,42,49,51,59,60,68,69,74,77
2021-01-11,3,12,15,16,17,20,24,27,40,47,51,53,57,60,63,67,68,69,71,73,76,78
2021-01-14,3,4,8,16,20,21,27,30,44,47,49,50,52,55,57,60,61,67,72,73,78,79
2021-01-18,1,2,13,16,17,19,23,24,28,37,38,41,47,49,54,58,59,61,65,72,74,80
2021-01-21,2,3,14,15,16,29,34,38,39,44,46,49,50,54,56,57,58,60,65,67,70,75
2021-01-25,12,15,18,21,22,24,26,27,28,35,37,41,44,45,51,53,67,68,71,72,76,80
2021-01-28,3,8,12,13,22,28,35,50,51,54,55,56,59,63,67,70,71,73,76,77,78,80
2021-02-01,3,9,11,13,18,23,29,34,35,36,40,41,44,46,49,50,54,61,63,70,75,79
2021-02-04,4,6,8,18,20,22,25,30,31,36,43,48,53,54,57,63,64,65,68,71,72,76
2021-02-08,2,4,5,14,15,16,17,22,23,28,30,33,39,45,46,48,49,51,62,72,77,79
2021-02-11,2,3,4,12,17,18,20,21,29,32,35,37,43,48,57,59,60,64,66,73,74,77
2021-02-15,2,3,9,15,16,24,27,30,32,36,38,48,50,55,56,58,61,65,70,71,73,79
2021-02-18,7,9,17,18,21,23,25,27,29,31,33,34,40,42,45,53,55,58,66,76,79,80
2021-02-22,1,2,3,12,13,15,19,20,23,24,26,27,28,32,34,57,58,64,67,70,71,75
2021-02-25,7,13,15,18,22,28,35,36,40,43,46,49,53,55,58,62,69,71,74,78,79,80
2021-03-01,13,14,17,21,23,24,25,28,38,43,44,45,48,49,50,51,57,58,62,65,71,78
2021-03-04,3,4,10,15,17,34,40,41,43,44,45,48,53,58,61,62,63,64,65,70,73,77
2021-03-08,1,2,3,5,14,16,23,26,28,31,34,38,42,44,50,53,59,61,68,72,73,74
2021-03-11,4,5,12,13,14,16,19,24,26,30,33,36,40,45,47,49,64,71,72,74,75,78
2021-03-15,5,9,13,15,17,18,24,25,29,30,33,36,39,41,42,49,57,58,59,68,70,80
2021-03-18,2,3,4,6,8,12,14,15,17,26,27,28,29,34,35,51,52,53,55,59,73,74
2021-03-22,1,3,7,8,16,17,18,19,23,32,33,40,43,44,54,55,61,66,67,69,70,74
2021-03-25,7,9,18,22,30,37,39,41,42,45,46,47,48,49,54,62,65,68,76,78,79,80
2021-03-29,2,3,4,9,14,16,17,24,25,29,30,32,38,40,47,50,54,61,63,70,72,78
2021-04-01,1,7,21,24,35,37,38,39,40,42,44,52,55,56,57,63,64,67,68,75,78,79
2021-04-05,1,3,15,17,21,23,25,26,27,32,38,43,44,48,49,52,54,59,63,64,65,79
2021-04-08,7,10,11,13,17,19,23,29,31,32,33,40,51,56,58,60,62,67,69,70,71,80
2021-04-12,10,15,21,24,25,27,28,30,33,35,44,46,49,53,55,58,60,73,74,78,79,80
2021-04-15,5,8,10,11,13,16,17,21,26,29,32,38,39,48,49,53,54,62,66,71,73,78
2021-04-19,3,7,8,10,15,17,22,24,29,31,35,36,39,41,45,47,48,49,57,65,74,77
2021-04-22,2,3,6,14,16,22,23,25,34,42,46,49,51,52,59,61,66,69,70,77,78,79
2021-04-26,13,15,17,22,23,24,29,33,40,41,43,44,46,53,57,59,63,65,67,68,69,79
2021-04-29,3,4,5,10,11,26,28,39,40,42,44,52,53,63,64,66,68,70,74,77,78,79
2021-05-03,9,10,11,19,22,25,28,35,37,40,43,44,53,57,61,64,65,67,68,70,77,80
2021-05-06,2,8,12,15,16,19,31,32,34,35,36,39,43,45,49,54,64,65,66,67,69,75
2021-05-10,1,3,6,12,14,15,18,24,30,31,33,36,43,44,51,54,57,58,63,68,74,75
2021-05-13,2,3,8,13,21,22,26,28,31,32,42,46,49,50,57,59,60,61,67,70,75,77
2021-05-17,1,6,8,9,10,12,13,14,18,19,30,36,40,41,42,44,46,53,54,57,68,78
2021-05-20,2,3,4,5,9,16,17,24,26,27,29,36,37,39,42,44,60,65,68,72,74,79
2021-05-24,6,12,13,19,21,27,30,31,34,35,36,37,42,49,50,52,59,61,69,71,76,78
2021-05-27,3,6,14,19,25,26,33,38,42,43,49,50,53,54,55,57,61,62,66,73,74,80
2021-05-31,2,8,9,18,19,34,35,36,43,45,46,48,52,56,60,63,65,66,67,68,74,77
2021-06-03,3,7,9,12,17,18,19,22,30,31,32,35,36,45,47,49,50,57,60,61,66,77
2021-06-07,2,3,4,5,7,8,15,22,24,25,35,41,49,52,55,56,58,61,71,75,77,80
2021-06-10,2,15,16,20,32,34,35,42,44,46,49,51,55,56,58,61,62,70,75,77,78,80
2021-06-14,1,2,3,6,8,12,14,24,30,33,34,36,44,45,49,50,52,54,56,61,70,80
2021-06-17,2,8,9,10,12,13,16,19,20,25,26,35,41,45,46,53,54,63,72,75,77,79
2021-06-21,1,5,6,15,25,27,34,40,41,42,44,45,51,57,59,65,70,71,74,75,78,80
2021-06-24,2,4,6,14,23,25,31,40,41,46,49,51,52,53,58,63,73,75,77,78,79,80
2021-06-28,7,9,13,15,18,19,20,23,27,30,33,34,42,46,49,53,56,63,65,67,68,70
2021-07-01,16,20,23,26,28,39,47,49,51,53,54,55,56,59,60,61,66,67,68,69,71,73
2021-07-05,1,3,4,9,13,14,19,25,29,38,45,50,51,53,56,58,59,60,68,70,71,73
2021-07-08,6,7,9,10,15,16,19,24,25,31,32,36,37,39,41,47,58,64,74,75,76,80
2021-07-12,2,11,13,18,22,34,42,43,44,46,47,50,53,55,63,64,65,66,67,68,75,77
2021-07-15,1,7,8,9,24,25,28,32,36,37,38,39,41,44,49,51,55,56,65,68,69,76
2021-07-19,2,3,6,14,15,20,22,30,36,37,43,55,58,60,62,63,65,66,68,70,72,77
2021-07-22,5,13,15,20,22,27,28,37,41,43,47,48,52,56,57,60,71,72,74,75,77,78
2021-07-26,4,6,8,12,16,17,25,27,29,39,44,46,49,53,55,58,59,60,68,69,72,73
2021-07-29,6,8,14,15,16,21,22,25,28,30,31,32,35,43,44,52,54,57,58,59,73,74
2021-08-02,5,14,20,24,29,35,41,42,47,48,49,52,58,60,61,67,68,70,71,73,76,78
2021-08-05,1,2,20,23,24,29,32,41,44,47,48,53,54,56,58,61,65,68,71,73,74,80
2021-08-09,1,9,10,12,15,17,25,30,33,35,37,38,39,40,43,47,58,59,64,70,79,80
2021-08-12,2,3,7,11,15,16,17,20,21,22,23,30,32,38,43,47,53,54,68,74,78,80
2021-08-16,3,8,11,12,18,20,22,24,30,32,36,37,38,41,49,53,54,57,59,74,75,78
2021-08-19,3,4,13,19,20,21,22,31,32,39,44,49,50,52,54,58,63,68,69,71,75,80
2021-08-23,2,3,9,10,12,13,14,17,19,26,35,40,43,46,49,52,54,66,68,72,77,79
2021-08-26,3,9,10,15,16,25,26,27,30,36,47,48,53,54,55,56,58,60,61,71,72,77
2021-08-30,3,4,7,13,15,18,21,22,27,43,44,45,47,49,53,58,61,63,65,67,70,75
2021-09-02,2,4,8,9,16,23,24,28,33,42,49,56,57,62,65,67,71,72,74,77,78,79
2021-09-06,15,16,19,21,23,26,29,30,31,32,34,42,44,46,51,54,56,60,72,73,74,75
2021-09-09,6,9,10,20,21,35,36,40,44,49,53,54,56,57,59,60,64,67,72,74,77,80
2021-09-13,10,18,25,28,29,33,34,38,45,53,54,56,58,59,60,68,69,70,71,76,77,79
2021-09-16,8,9,20,23,24,26,30,32,33,34,37,40,41,43,48,55,58,70,72,73,77,79
2021-09-20,1,3,5,9,13,17,20,22,25,26,27,30,31,39,40,47,55,56,60,61,74,75
2021-09-23,1,4,6,12,14,16,18,20,28,29,36,40,44,48,52,60,65,66,69,73,74,79
2021-09-27,9,10,11,20,23,24,26,30,35,38,40,49,50,51,53,55,56,67,70,73,75,77
2021-09-30,1,6,8,12,17,27,29,31,33,34,41,44,47,48,50,56,58,59,70,72,74,75
2021-10-04,1,3,6,10,14,16,18,20,21,22,24,29,31,42,44,48,52,58,62,63,77,79
2021-10-07,2,4,6,15,16,22,25,27,30,34,35,36,38,40,41,42,46,52,53,56,60,78
2021-10-11,5,8,15,23,33,34,36,46,48,49,50,52,54,55,59,65,67,70,72,74,78,79
2021-10-14,2,5,12,13,14,18,23,31,32,33,36,46,49,51,55,56,58,60,68,72,76,79
2021-10-18,8,9,10,15,18,28,29,30,33,43,47,49,50,51,52,53,60,69,75,76,78,80
2021-10-21,1,12,27,30,31,33,38,42,47,49,50,53,58,59,63,66,67,73,74,75,76,78
2021-10-25,1,2,21,23,24,27,29,30,34,35,37,39,40,47,48,53,61,66,68,70,75,77
2021-10-28,10,11,12,13,19,25,26,27,28,29,34,36,40,43,50,55,56,65,66,75,78,79
2021-11-01,1,3,8,9,14,24,27,30,36,37,43,44,53,54,70,72,73,75,76,78,79,80
2021-11-04,3,5,6,12,17,20,22,25,29,32,35,37,41,42,43,44,47,51,55,56,67,75
2021-11-08,3,12,15,19,20,21,26,27,28,45,47,48,49,53,55,57,62,64,67,73,77,80
2021-11-11,1,3,10,13,14,15,18,22,24,28,29,33,36,40,48,52,61,64,69,75,79,80
2021-11-15,2,4,18,20,28,32,36,44,47,54,55,56,57,60,67,70,71,72,73,75,76,80
2021-11-18,2,5,7,9,13,14,15,20,25,31,37,39,40,42,48,57,58,70,72,74,78,80
2021-11-22,2,10,12,16,19,21,24,26,29,32,34,37,44,46,47,55,56,57,59,68,70,74
2021-11-25,4,7,8,17,18,19,23,25,30,36,38,41,42,43,47,53,57,62,63,77,78,80
2021-11-29,6,11,15,16,22,26,28,37,38,44,48,54,55,57,68,71,72,73,74,75,79,80
2021-12-02,4,8,12,17,23,24,25,30,31,33,38,39,41,54,55,59,60,62,63,65,73,74
2021-12-06,3,13,17,18,24,25,30,33,34,40,42,45,49,50,53,54,61,65,71,77,79,80
2021-12-09,3,4,7,8,16,20,26,28,33,38,44,46,47,50,51,52,62,65,67,73,77,79
2021-12-13,8,14,21,22,26,28,32,36,37,46,48,53,56,61,62,63,66,68,70,71,73,79
2021-12-16,12,13,20,24,27,35,37,41,42,43,49,50,51,52,54,56,67,72,73,75,78,80
2021-12-20,1,3,4,9,19,31,34,37,41,45,46,51,53,56,57,62,69,72,74,78,79,80
2021-12-23,3,8,14,19,22,23,36,37,38,40,42,43,47,50,51,53,55,58,61,70,73,77
2021-12-27,2,4,9,11,15,18,25,29,34,40,41,44,50,52,53,55,57,58,61,69,71,77
2021-12-30,2,3,16,18,20,22,24,25,33,34,36,37,44,45,47,51,55,65,70,73,75,76
2022-01-03,9,10,13,17,18,22,23,28,32,43,55,57,62,65,66,68,69,73,74,75,76,78
2022-01-06,4,8,14,17,23,24,26,31,34,36,37,44,47,48,50,55,56,64,70,72,73,78
2022-01-10,3,9,15,24,25,26,32,33,34,36,40,49,52,56,57,60,65,66,67,69,78,80
2022-01-13,8,11,16,17,21,29,34,36,37,44,47,49,51,57,58,59,61,63,68,75,78,79
2022-01-17,2,5,16,18,23,24,25,26,32,34,37,38,40,41,44,50,54,56,67,70,73,80
2022-01-20,2,4,7,8,10,12,18,25,30,34,37,40,42,47,58,61,68,69,70,74,76,80
2022-01-24,4,6,8,10,15,22,25,26,27,30,32,40,44,49,53,54,57,58,59,73,79,80
2022-01-27,1,3,9,11,18,24,25,26,27,30,37,39,41,46,55,62,63,65,66,70,72,77
2022-01-31,1,5,14,19,21,24,27,32,33,37,41,42,44,47,49,50,51,55,60,66,68,77
2022-02-03,2,6,7,8,10,16,23,25,26,29,30,31,38,45,48,49,52,61,62,64,71,74
2022-02-07,3,7,12,16,21,23,27,36,38,42,44,45,46,48,51,52,55,61,72,74,75,78
2022-02-10,3,7,15,17,42,44,45,47,50,51,58,61,62,63,67,68,69,72,75,78,79,80
2022-02-14,1,7,18,20,23,27,34,36,40,47,48,52,53,56,57,59,60,65,69,70,73,77
2022-02-17,1,2,6,12,21,29,31,33,34,36,39,40,42,48,51,55,57,59,67,70,77,79
2022-02-21,1,5,8,10,13,16,17,18,25,26,49,50,54,59,64,70,71,75,77,78,79,80
2022-02-24,2,3,4,10,11,18,20,22,23,25,29,32,37,44,46,51,54,55,58,63,71,79
2022-02-28,9,10,20,21,23,27,28,29,36,49,52,56,57,60,63,65,67,68,71,74,78,79
2022-03-03,7,12,15,25,27,29,30,31,32,38,41,47,50,51,55,58,59,63,70,74,77,79
2022-03-07,13,14,15,17,18,21,31,38,39,40,43,44,48,49,54,55,58,60,67,68,75,79
2022-03-10,13,15,24,31,38,40,43,46,50,51,53,56,61,62,63,65,66,68,73,75,77,78
2022-03-14,1,3,4,6,8,9,13,14,17,18,21,24,34,35,37,47,49,65,67,68,73,79
2022-03-17,3,4,8,14,21,25,27,32,47,48,49,51,54,56,57,59,62,64,69,72,78,80
2022-03-21,2,3,8,9,14,19,20,24,27,41,42,44,53,54,56,58,62,64,70,71,73,78
2022-03-24,2,3,9,10,16,19,22,27,30,31,32,36,37,44,47,51,55,57,65,68,69,73
2022-03-28,1,10,17,23,30,36,37,39,44,46,48,50,60,62,63,64,67,70,72,73,78,79
2022-03-31,1,5,10,14,15,16,17,25,26,28,29,30,36,39,52,53,54,64,65,67,72,80
2022-04-04,7,8,12,15,18,25,27,29,40,41,43,44,57,61,62,66,67,70,72,75,79,80
2022-04-07,3,4,6,22,23,25,26,28,29,30,37,38,42,43,51,52,54,55,61,62,65,78
2022-04-11,2,4,5,9,10,19,21,23,28,29,31,43,44,47,48,51,56,66,73,76,79,80
2022-04-14,6,9,12,13,22,26,28,32,37,40,41,44,46,47,52,53,56,57,64,66,68,79
2022-04-18,3,9,14,15,22,26,28,30,34,38,40,44,47,48,50,53,59,60,67,68,72,77
2022-04-21,14,15,22,27,29,39,42,43,44,45,46,47,54,56,58,61,65,70,73,74,79,80
2022-04-25,3,5,7,14,15,16,24,26,28,40,41,43,46,48,49,50,51,56,60,63,74,75
2022-04-28,3,5,8,20,27,35,37,43,44,47,48,50,54,56,57,60,64,68,70,77,78,79
2022-05-02,4,25,29,34,36,37,38,43,48,49,53,58,60,61,63,65,67,68,69,72,75,79
2022-05-05,7,10,13,14,16,18,21,25,31,35,37,38,42,44,48,50,53,57,61,62,66,69
2022-05-09,1,4,10,18,22,28,36,41,44,47,51,52,53,56,57,61,68,71,73,75,77,78
2022-05-12,6,7,9,23,24,30,33,34,38,40,46,48,51,56,59,60,61,67,68,71,78,80
2022-05-16,6,13,15,19,27,28,30,32,34,40,47,49,51,52,54,63,64,65,71,73,77,79
2022-05-19,1,2,5,6,8,11,15,18,25,26,29,32,33,37,47,49,52,57,58,59,73,74
2022-05-23,2,6,10,13,14,16,20,22,28,32,34,35,44,50,54,56,62,67,68,74,76,80
2022-05-26,6,7,12,13,15,16,18,25,28,31,35,41,42,47,51,56,61,64,68,69,70,77
2022-05-30,6,7,12,13,14,17,20,24,33,38,44,47,51,55,58,60,66,68,70,71,74,80
2022-06-02,9,12,15,21,22,24,30,34,40,42,44,46,53,55,56,61,62,64,65,67,71,74
2022-06-06,4,8,11,13,15,23,26,29,30,32,34,36,40,41,52,58,70,74,75,77,78,79
2022-06-09,3,6,10,13,15,18,21,26,27,34,40,41,44,53,57,58,68,69,70,73,74,78
2022-06-13,1,2,6,22,24,27,29,34,36,39,40,41,47,52,56,63,67,68,69,74,75,80
2022-06-16,4,5,12,13,16,17,19,21,22,27,29,31,37,39,47,56,61,63,65,66,73,79
2022-06-20,3,4,8,10,14,16,18,26,27,30,36,40,41,46,47,54,58,69,72,76,78,79
2022-06-23,4,9,11,17,21,23,24,26,27,28,30,31,38,41,42,44,46,50,55,56,69,70
2022-06-27,1,3,9,17,19,25,26,29,35,36,40,44,50,56,58,59,66,68,69,75,77,79
2022-06-30,2,5,6,16,17,27,28,29,31,35,36,42,47,52,53,58,68,69,70,72,75,80
2022-07-04,5,11,13,15,18,20,21,22,28,34,35,36,40,44,47,48,57,60,61,67,70,78
2022-07-07,2,7,14,15,16,21,23,27,31,33,38,44,50,52,54,58,59,64,71,74,75,76
2022-07-11,8,10,12,17,19,21,22,25,27,28,39,42,49,50,51,56,59,61,63,69,73,76
2022-07-14,7,9,10,25,26,27,28,31,34,42,49,50,53,54,57,61,64,67,74,76,77,78
2022-07-18,1,2,3,11,12,13,17,25,27,28,39,40,41,42,43,44,60,70,71,73,74,78
2022-07-21,3,4,6,14,15,18,19,29,40,42,47,48,49,56,65,66,68,74,75,76,77,78
2022-07-25,3,7,9,13,20,23,25,29,30,36,47,50,56,58,60,62,63,66,68,72,73,79
2022-07-28,3,7,10,12,13,27,34,38,41,42,46,47,51,54,57,60,62,66,72,73,74,78
2022-08-01,2,14,16,17,29,31,38,40,41,42,44,47,48,56,57,58,62,64,66,70,75,80
2022-08-04,1,8,13,23,25,27,33,35,37,39,42,46,47,52,59,60,62,70,71,74,75,78
2022-08-08,3,4,12,14,15,17,20,22,25,30,34,41,42,44,52,54,57,60,67,68,71,72
2022-08-11,3,5,9,13,14,16,18,24,36,37,43,45,50,53,56,58,60,64,67,68,72,74
2022-08-15,9,10,16,17,22,27,28,29,33,39,48,49,52,53,58,61,63,66,76,77,78,80
2022-08-18,2,6,10,12,14,16,18,25,27,30,44,45,51,55,58,62,64,69,73,74,78,80
2022-08-22,15,16,26,27,29,31,36,39,47,48,49,50,56,61,66,68,71,72,74,77,78,80
2022-08-25,1,4,6,16,18,19,25,26,29,36,39,42,46,48,56,57,60,63,64,66,69,72
2022-08-29,2,5,9,11,24,25,26,28,29,30,38,39,41,45,46,47,48,49,52,55,57,66
2022-09-01,1,2,3,5,6,9,10,15,20,26,31,34,37,38,40,44,52,53,55,61,66,77
